NASAThes URI:	NASAThes term	Similarity	SWEET term	SWEET URI
http://synaptica.net/zthes/186186	validation	1.00	validation	http://sweetontology.net/reprdataservicevalidation/validation
http://synaptica.net/zthes/54622	value	1.00	value	http://sweetontology.net/reprdataproduct/value
http://synaptica.net/zthes/54659	variability	1.00	variability	http://sweetontology.net/phensystem/variability
http://synaptica.net/zthes/54699	vegetation	1.00	vegetation	http://sweetontology.net/matrplant/vegetation
http://synaptica.net/zthes/64233	velocity	1.00	velocity	http://sweetontology.net/propspeed/velocity
http://synaptica.net/zthes/64255	vibration	1.00	vibration	http://sweetontology.net/phenwavenoise/vibration
http://synaptica.net/zthes/54843	virulence	1.00	virulence	http://sweetontology.net/propindex/virulence
http://synaptica.net/zthes/64268	viscosity	1.00	viscosity	http://sweetontology.net/proppressure/viscosity
http://synaptica.net/zthes/64270	viscous flow	1.00	viscous flow	http://sweetontology.net/phenfluiddynamics/viscousflow
http://synaptica.net/zthes/54859	visibility	1.00	visibility	http://sweetontology.net/propordinal/visibility
http://synaptica.net/zthes/54859	visibility	1.00	visibility	http://sweetontology.net/propspacedistance/visibility
http://synaptica.net/zthes/54862	vision	1.00	vision	http://sweetontology.net/phenbiol/vision
http://synaptica.net/zthes/54894	void ratio	1.00	void ratio	http://sweetontology.net/propdimensionlessratio/voidratio
http://synaptica.net/zthes/54909	volume	1.00	volume	http://sweetontology.net/propspacemultidimensional/volume
http://synaptica.net/zthes/186275	volume fraction	1.00	volume fraction	http://sweetontology.net/propfraction/volumefraction
http://synaptica.net/zthes/54932	vorticity	1.00	vorticity	http://sweetontology.net/proprotation/vorticity
http://synaptica.net/zthes/54986	washing	1.00	washing	http://sweetontology.net/procphysical/washing
http://synaptica.net/zthes/64296	water	1.00	water	http://sweetontology.net/matrcompound/water
http://synaptica.net/zthes/186306	water content	1.00	water content	http://sweetontology.net/propspacethickness/watercontent
http://synaptica.net/zthes/55007	water flow	1.00	water flow	http://sweetontology.net/phenhydro/waterflow
http://synaptica.net/zthes/64298	water heating	1.00	water heating	http://sweetontology.net/human/waterheating
http://synaptica.net/zthes/55015	water management	1.00	water management	http://sweetontology.net/humanenvircontrol/watermanagement
http://synaptica.net/zthes/55018	water pollution	1.00	water pollution	http://sweetontology.net/phenenvirimpact/waterpollution
http://synaptica.net/zthes/55020	water quality	1.00	water quality	http://sweetontology.net/phenenvirimpact/waterquality
http://synaptica.net/zthes/64299	water vapor	1.00	water vapor	http://sweetontology.net/matrwater/watervapor
http://synaptica.net/zthes/55047	wave drag	1.00	wave drag	http://sweetontology.net/procwave/wavedrag
http://synaptica.net/zthes/55058	wave propagation	1.00	wave propagation	http://sweetontology.net/procwave/wavepropagation
http://synaptica.net/zthes/55072	wavelet analysis	1.00	wavelet analysis	http://sweetontology.net/reprdataserviceanalysis/waveletanalysis
http://synaptica.net/zthes/55093	weather	1.00	weather	http://sweetontology.net/phenatmo/weather
http://synaptica.net/zthes/64311	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
http://synaptica.net/zthes/64326	white noise	1.00	white noise	http://sweetontology.net/phenwavenoise/whitenoise
http://synaptica.net/zthes/55167	whiteout	1.00	whiteout	http://sweetontology.net/phenatmo/whiteout
http://synaptica.net/zthes/55167	whiteout	1.00	whiteout	http://sweetontology.net/phenatmosky/whiteout
http://synaptica.net/zthes/186347	wind energy	1.00	wind energy	http://sweetontology.net/phenenergy/windenergy
http://synaptica.net/zthes/64330	wind shear	1.00	wind shear	http://sweetontology.net/propspeed/windshear
http://synaptica.net/zthes/55239	winter	1.00	winter	http://sweetontology.net/reprtimeseason/winter
http://synaptica.net/zthes/55251	wood	1.00	wood	http://sweetontology.net/matrbiomass/wood
http://synaptica.net/zthes/55256	work	1.00	work	http://sweetontology.net/human/work
http://synaptica.net/zthes/55256	work	1.00	work	http://sweetontology.net/propenergy/work
http://synaptica.net/zthes/186370	x band	1.00	x band	http://sweetontology.net/statespectralband/xband
http://synaptica.net/zthes/55289	x ray diffraction	1.00	x ray diffraction	http://sweetontology.net/reprscimethodology/xraydiffraction
http://synaptica.net/zthes/64353	xylene	1.00	xylene	http://sweetontology.net/matrorganiccompound/xylene
http://synaptica.net/zthes/55368	yaw	1.00	yaw	http://sweetontology.net/reprspacecoordinate/yaw
http://synaptica.net/zthes/55372	yeast	1.00	yeast	http://sweetontology.net/matrmicrobiota/yeast
http://synaptica.net/zthes/55376	yield	1.00	yield	http://sweetontology.net/matrindustrial/yield
http://synaptica.net/zthes/55384	youth	1.00	youth	http://sweetontology.net/statebiological/youth
http://synaptica.net/zthes/64359	zenith	1.00	zenith	http://sweetontology.net/propspacedirection/zenith
http://synaptica.net/zthes/64359	zenith	1.00	zenith	http://sweetontology.net/reprspacedirection/zenith
http://synaptica.net/zthes/55422	zinc	1.00	zinc	http://sweetontology.net/matrelement/zinc
http://synaptica.net/zthes/55456	zodiacal light	1.00	zodiacal light	http://sweetontology.net/phenatmosky/zodiacallight
http://synaptica.net/zthes/64368	zooplankton	1.00	zooplankton	http://sweetontology.net/matranimal/zooplankton
http://synaptica.net/zthes/50068	probability distribution functions	0.99	probability distribution function	http://sweetontology.net/reprmathfunction/probabilitydistributionfunction
http://synaptica.net/zthes/50067	probability density functions	0.98	probability density function	http://sweetontology.net/reprmathfunction/probabilitydensityfunction
http://synaptica.net/zthes/41014	coordinate transformations	0.98	coordinate transformation	http://sweetontology.net/reprdataservicegeospatial/coordinatetransformation
http://synaptica.net/zthes/64471	volatile organic compounds	0.98	volatile organic compound	http://sweetontology.net/matrorganiccompound/volatileorganiccompound
http://synaptica.net/zthes/62593	magnetohydrodynamic waves	0.98	magnetohydrodynamic wave	http://sweetontology.net/phenwave/magnetohydrodynamicwave
http://synaptica.net/zthes/49783	polychlorinated biphenyls	0.98	polychlorinated biphenyl	http://sweetontology.net/matrorganiccompound/polychlorinatedbiphenyl
http://synaptica.net/zthes/52846	statistical distributions	0.98	statistical distribution	http://sweetontology.net/reprmathstatistics/statisticaldistribution
http://synaptica.net/zthes/60772	attenuation coefficients	0.98	attenuation coefficient	http://sweetontology.net/propspacedistance/attenuationcoefficient
http://synaptica.net/zthes/40718	communication equipment	0.98	communications equipment	http://sweetontology.net/matrequipment/communicationsequipment
http://synaptica.net/zthes/55562	decision support systems	0.98	decision support system	http://sweetontology.net/humandecision/decisionsupportsystem
http://synaptica.net/zthes/54092	transcendental functions	0.98	transcendental function	http://sweetontology.net/reprmathfunction/transcendentalfunction
http://synaptica.net/zthes/63567	scattering coefficients	0.98	scattering coefficient	http://sweetontology.net/propspacedistance/scatteringcoefficient
http://synaptica.net/zthes/54233	trigonometric functions	0.98	trigonometric function	http://sweetontology.net/reprmathfunction/trigonometricfunction
http://synaptica.net/zthes/61449	distribution functions	0.98	distribution function	http://sweetontology.net/reprmathfunction/distributionfunction
http://synaptica.net/zthes/63652	signal to noise ratios	0.98	signal to noise ratio	http://sweetontology.net/propdimensionlessratio/signaltonoiseratio
http://synaptica.net/zthes/38273	alkaline earth metals	0.98	alkaline earth metal	http://sweetontology.net/matrelement/alkalineearthmetal
http://synaptica.net/zthes/183197	electromagnetic waves	0.98	electromagnetic wave	http://sweetontology.net/procwave/electromagneticwave
http://synaptica.net/zthes/42962	exponential functions	0.98	exponential function	http://sweetontology.net/reprmathfunction/exponentialfunction
http://synaptica.net/zthes/62230	independent variables	0.98	independent variable	http://sweetontology.net/repr/independentvariable
http://synaptica.net/zthes/184029	interplanetary shocks	0.98	interplanetary shock	http://sweetontology.net/phenhelio/interplanetaryshock
http://synaptica.net/zthes/62324	ionization potentials	0.98	ionization potential	http://sweetontology.net/propenergy/ionizationpotential
http://synaptica.net/zthes/53580	temperature gradients	0.98	temperature gradient	http://sweetontology.net/proptemperaturegradient/temperaturegradient
http://synaptica.net/zthes/184707	normal distributions	0.97	normal distribution	http://sweetontology.net/reprmathfunction/normaldistribution
http://synaptica.net/zthes/48727	orthogonal functions	0.97	orthogonal function	http://sweetontology.net/reprmathfunctionorthogonal/orthogonalfunction
http://synaptica.net/zthes/63322	radar cross sections	0.97	radar cross section	http://sweetontology.net/propspacemultidimensional/radarcrosssection
http://synaptica.net/zthes/61076	chlorofluorocarbons	0.97	chlorofluorocarbon	http://sweetontology.net/matrorganiccompound/chlorofluorocarbon
http://synaptica.net/zthes/182809	continental margins	0.97	continental margin	http://sweetontology.net/realmgeolcontinental/continentalmargin
http://synaptica.net/zthes/61383	dependent variables	0.97	dependent variable	http://sweetontology.net/repr/dependentvariable
http://synaptica.net/zthes/61619	energetic particles	0.97	energetic particle	http://sweetontology.net/matrparticle/energeticparticle
http://synaptica.net/zthes/62002	gravitational waves	0.97	gravitational wave	http://sweetontology.net/phenwave/gravitationalwave
http://synaptica.net/zthes/45371	inorganic compounds	0.97	inorganic compound	http://sweetontology.net/matrcompound/inorganiccompound
http://synaptica.net/zthes/50686	rare earth elements	0.97	rare earth element	http://sweetontology.net/matrelement/rareearthelement
http://synaptica.net/zthes/52650	spherical harmonics	0.97	spherical harmonic	http://sweetontology.net/reprmathfunctionorthogonal/sphericalharmonic
http://synaptica.net/zthes/52869	stellar atmospheres	0.97	stellar atmosphere	http://sweetontology.net/realmastrostar/stellaratmosphere
http://synaptica.net/zthes/39847	calcium carbonates	0.97	calcium carbonate	http://sweetontology.net/matrorganiccompound/calciumcarbonate
http://synaptica.net/zthes/40316	chemical reactions	0.97	chemical reaction	http://sweetontology.net/procchemical/chemicalreaction
http://synaptica.net/zthes/40937	continental drift	0.97	continenetal drift	http://sweetontology.net/phengeoltectonic/continenetaldrift
http://synaptica.net/zthes/182828	coordinate systems	0.97	coordinate system	http://sweetontology.net/repr/coordinatesystem
http://synaptica.net/zthes/41856	discrete functions	0.97	discrete function	http://sweetontology.net/reprmathfunction/discretefunction
http://synaptica.net/zthes/61912	genetic algorithms	0.97	genetic algorithm	http://sweetontology.net/reprmathsolution/geneticalgorithm
http://synaptica.net/zthes/183583	geomagnetic storms	0.97	geomagnetic storm	http://sweetontology.net/phenhelio/geomagneticstorm
http://synaptica.net/zthes/44910	hydrogen chlorides	0.97	hydrogen chloride	http://sweetontology.net/matrcompound/hydrogenchloride
http://synaptica.net/zthes/183877	hydrogen fluorides	0.97	hydrogen fluoride	http://sweetontology.net/matrcompound/hydrogenfluoride
http://synaptica.net/zthes/62531	longitudinal waves	0.97	longitudinal wave	http://sweetontology.net/phenwave/longitudinalwave
http://synaptica.net/zthes/184289	longshore currents	0.97	longshore current	http://sweetontology.net/phenoceandynamics/longshorecurrent
http://synaptica.net/zthes/184372	magnetic substorms	0.97	magnetic substorm	http://sweetontology.net/phenatmosky/magneticsubstorm
http://synaptica.net/zthes/184372	magnetic substorms	0.97	magnetic substorm	http://sweetontology.net/phenhelio/magneticsubstorm
http://synaptica.net/zthes/46952	management systems	0.97	management system	http://sweetontology.net/humancommerce/managementsystem
http://synaptica.net/zthes/184503	metropolitan areas	0.97	metropolitan area	http://sweetontology.net/humanjurisdiction/metropolitanarea
http://synaptica.net/zthes/47742	moments of inertia	0.97	moment of inertia	http://sweetontology.net/proprotation/momentofinertia
http://synaptica.net/zthes/63104	photovoltaic cells	0.97	photovoltaic cell	http://sweetontology.net/matrenergy/photovoltaiccell
http://synaptica.net/zthes/49526	planetary surfaces	0.97	planetary surface	http://sweetontology.net/realm/planetarysurface
http://synaptica.net/zthes/50015	pressure gradients	0.97	pressure gradient	http://sweetontology.net/proppressure/pressuregradient
http://synaptica.net/zthes/64578	volcanic eruptions	0.97	volcanic eruption	http://sweetontology.net/phengeolvolcano/volcaniceruption
http://synaptica.net/zthes/186318	weather conditions	0.97	weather condition	http://sweetontology.net/phenatmo/weathercondition
http://synaptica.net/zthes/182431	balance equations	0.97	balance equation	http://sweetontology.net/propquantity/balanceequation
http://synaptica.net/zthes/40302	chemical elements	0.97	chemical element	http://sweetontology.net/matrelement/chemicalelement
http://synaptica.net/zthes/61179	compression waves	0.97	compression wave	http://sweetontology.net/phenwave/compressionwave
http://synaptica.net/zthes/40937	continental drift	0.97	continental rift	http://sweetontology.net/realmgeolcontinental/continentalrift
http://synaptica.net/zthes/183496	free oscillations	0.97	free oscillation	http://sweetontology.net/statephysical/freeoscillation
http://synaptica.net/zthes/61947	geostrophic wind	0.97	ageostrophic wind	http://sweetontology.net/phenatmowind/ageostrophicwind
http://synaptica.net/zthes/183874	hydrogen cyanides	0.97	hydrogen cyanide	http://sweetontology.net/matrorganiccompound/hydrogencyanide
http://synaptica.net/zthes/45285	inflection points	0.97	inflection point	http://sweetontology.net/reprmathoperation/inflectionpoint
http://synaptica.net/zthes/184259	littoral currents	0.97	littoral current	http://sweetontology.net/phenoceandynamics/littoralcurrent
http://synaptica.net/zthes/62682	metamorphic rocks	0.97	metamorphic rock	http://sweetontology.net/matrrock/metamorphicrock
http://synaptica.net/zthes/48686	organic compounds	0.97	organic compound	http://sweetontology.net/matrorganiccompound/organiccompound
http://synaptica.net/zthes/184805	orographic clouds	0.97	orographic cloud	http://sweetontology.net/phenatmocloud/orographiccloud
http://synaptica.net/zthes/63414	recrystallization	0.97	recrystalization	http://sweetontology.net/procchemical/recrystalization
http://synaptica.net/zthes/63590	sedimentary rocks	0.97	sedimentary rock	http://sweetontology.net/matrrock/sedimentaryrock
http://synaptica.net/zthes/63879	stellar interiors	0.97	stellar interior	http://sweetontology.net/realmastrostar/stellarinterior
http://synaptica.net/zthes/64001	telluric currents	0.97	telluric current	http://sweetontology.net/phenhelio/telluriccurrent
http://synaptica.net/zthes/54129	transition metals	0.97	transition metal	http://sweetontology.net/matrelement/transitionmetal
http://synaptica.net/zthes/40986	convection cells	0.97	convection cell	http://sweetontology.net/phenatmopressure/convectioncell
http://synaptica.net/zthes/42279	electric dipoles	0.97	electric dipole	http://sweetontology.net/phenelecmag/electricdipole
http://synaptica.net/zthes/46825	magnetic dipoles	0.97	magnetic dipole	http://sweetontology.net/phenelecmag/magneticdipole
http://synaptica.net/zthes/62585	magnetic mirrors	0.97	magnetic mirror	http://sweetontology.net/phenelecmag/magneticmirror
http://synaptica.net/zthes/62586	magnetic moments	0.97	magnetic moment	http://sweetontology.net/propcharge/magneticmoment
http://synaptica.net/zthes/64146	transverse waves	0.97	transverse wave	http://sweetontology.net/phenwave/transversewave
http://synaptica.net/zthes/60636	alpha particles	0.97	alpha particle	http://sweetontology.net/matrisotope/alphaparticle
http://synaptica.net/zthes/60866	belief networks	0.97	belief network	http://sweetontology.net/humandecision/beliefnetwork
http://synaptica.net/zthes/39636	boundary layers	0.97	boundary layer	http://sweetontology.net/phenfluiddynamics/boundarylayer
http://synaptica.net/zthes/39636	boundary layers	0.97	boundary layer	http://sweetontology.net/realmatmoboundarylayer/boundarylayer
http://synaptica.net/zthes/39927	capillary waves	0.97	capillary wave	http://sweetontology.net/phenwave/capillarywave
http://synaptica.net/zthes/40472	classifications	0.97	classification	http://sweetontology.net/propcategorical/classification
http://synaptica.net/zthes/40472	classifications	0.97	classification	http://sweetontology.net/reprdataserviceanalysis/classification
http://synaptica.net/zthes/61346	data structures	0.97	data structure	http://sweetontology.net/reprdatamodel/datastructure
http://synaptica.net/zthes/42285	electric fields	0.97	electric field	http://sweetontology.net/phenelecmag/electricfield
http://synaptica.net/zthes/183504	frequency bands	0.97	frequency band	http://sweetontology.net/proptimefrequency/frequencyband
http://synaptica.net/zthes/62071	heat exchangers	0.97	heat exchanger	http://sweetontology.net/matrenergy/heatexchanger
http://synaptica.net/zthes/62583	magnetic fields	0.97	magnetic field	http://sweetontology.net/phenelecmag/magneticfield
http://synaptica.net/zthes/62590	magnetic storms	0.97	magnetic storm	http://sweetontology.net/phenhelio/magneticstorm
http://synaptica.net/zthes/48179	nitrogen oxides	0.97	nitrogen oxide	http://sweetontology.net/matrcompound/nitrogenoxide
http://synaptica.net/zthes/63141	planetary waves	0.97	planetary wave	http://sweetontology.net/phenwave/planetarywave
http://synaptica.net/zthes/63337	radiation belts	0.97	radiation belt	http://sweetontology.net/realmastrohelio/radiationbelt
http://synaptica.net/zthes/50956	representations	0.97	representation	http://sweetontology.net/repr/representation
http://synaptica.net/zthes/185463	secondary waves	0.97	secondary wave	http://sweetontology.net/phengeolseismicity/secondarywave
http://synaptica.net/zthes/53160	sulfur dioxides	0.97	sulfur dioxide	http://sweetontology.net/matrcompound/sulfurdioxide
http://synaptica.net/zthes/53728	thermal plasmas	0.97	thermal plasma	http://sweetontology.net/statephysical/thermalplasma
http://synaptica.net/zthes/54203	traveling waves	0.97	traveling wave	http://sweetontology.net/phenwave/travelingwave
http://synaptica.net/zthes/54258	tropical storms	0.97	tropical storm	http://sweetontology.net/phenatmoprecipitation/tropicalstorm
http://synaptica.net/zthes/55022	water resources	0.97	water resource	http://sweetontology.net/matrnaturalresource/waterresource
http://synaptica.net/zthes/45900	kelvin-helmholtz instability	0.96	kelvin helmholtz instability	http://sweetontology.net/phenfluidinstability/kelvinhelmholtzinstability
http://synaptica.net/zthes/37935	acrylonitriles	0.96	acrylonitrile	http://sweetontology.net/matrorganiccompound/acrylonitrile
http://synaptica.net/zthes/60770	atomic weights	0.96	atomic weight	http://sweetontology.net/relachemical/atomicweight
http://synaptica.net/zthes/39167	barrier layers	0.96	barrier layer	http://sweetontology.net/realmocean/barrierlayer
http://synaptica.net/zthes/60874	beta particles	0.96	beta particle	http://sweetontology.net/matrisotope/betaparticle
http://synaptica.net/zthes/40492	climate models	0.96	climate model	http://sweetontology.net/reprscimodel/climatemodel
http://synaptica.net/zthes/40544	coastal plains	0.96	coastal plain	http://sweetontology.net/realmlandcoastal/coastalplain
http://synaptica.net/zthes/40716	communication	0.96	communications	http://sweetontology.net/matrequipment/communications
http://synaptica.net/zthes/41331	current sheets	0.96	current sheet	http://sweetontology.net/phenelecmag/currentsheet
http://synaptica.net/zthes/61621	energy budgets	0.96	energy budget	http://sweetontology.net/propenergy/energybudget
http://synaptica.net/zthes/183329	excited states	0.96	excited state	http://sweetontology.net/statechemical/excitedstate
http://synaptica.net/zthes/183781	high latitudes	0.96	high latitude	http://sweetontology.net/realmregion/highlatitude
http://synaptica.net/zthes/62300	internal waves	0.96	internal wave	http://sweetontology.net/phenwave/internalwave
http://synaptica.net/zthes/45732	isotope ratios	0.96	isotope ratio	http://sweetontology.net/propdimensionlessratio/isotoperatio
http://synaptica.net/zthes/62587	magnetic poles	0.96	magnetic pole	http://sweetontology.net/reprspacecoordinate/magneticpole
http://synaptica.net/zthes/47009	marine mammals	0.96	marine mammal	http://sweetontology.net/matranimal/marinemammal
http://synaptica.net/zthes/62659	melting points	0.96	melting point	http://sweetontology.net/proptemperature/meltingpoint
http://synaptica.net/zthes/62808	national parks	0.96	national park	http://sweetontology.net/realmlandprotected/nationalpark
http://synaptica.net/zthes/48198	nitrous oxides	0.96	nitrous oxide	http://sweetontology.net/matrcompound/nitrousoxide
http://synaptica.net/zthes/48480	ocean currents	0.96	ocean current	http://sweetontology.net/phenoceandynamics/oceancurrent
http://synaptica.net/zthes/49996	preprocessing	0.96	pre processing	http://sweetontology.net/reprdataservice/preprocessing
http://synaptica.net/zthes/63395	rayleigh waves	0.96	rayleigh wave	http://sweetontology.net/phenwave/rayleighwave
http://synaptica.net/zthes/52445	space programs	0.96	space program	http://sweetontology.net/humantransportation/spaceprogram
http://synaptica.net/zthes/52482	space shuttles	0.96	space shuttle	http://sweetontology.net/matrequipment/spaceshuttle
http://synaptica.net/zthes/52607	spectral bands	0.96	spectral band	http://sweetontology.net/propordinal/spectralband
http://synaptica.net/zthes/185742	spectral lines	0.96	spectral line	http://sweetontology.net/propordinal/spectralline
http://synaptica.net/zthes/63854	standing waves	0.96	standing wave	http://sweetontology.net/phenwave/standingwave
http://synaptica.net/zthes/186404	young modulus	0.96	youngs modulus	http://sweetontology.net/proppressure/youngsmodulus
http://synaptica.net/zthes/64543	quasi-biennial oscillation	0.96	quasi biennial oscillation	http://sweetontology.net/phencycle/quasibiennialoscillation
http://synaptica.net/zthes/37877	accumulations	0.96	accumulation	http://sweetontology.net/phencryo/accumulation
http://synaptica.net/zthes/37877	accumulations	0.96	accumulation	http://sweetontology.net/phensystem/accumulation
http://synaptica.net/zthes/60629	alkali metals	0.96	alkali metal	http://sweetontology.net/matrelement/alkalimetal
http://synaptica.net/zthes/39940	carbohydrates	0.96	carbohydrate	http://sweetontology.net/matrorganiccompound/carbohydrate
http://synaptica.net/zthes/61251	coronal holes	0.96	coronal hole	http://sweetontology.net/phenstar/coronalhole
http://synaptica.net/zthes/61252	coronal loops	0.96	coronal loop	http://sweetontology.net/phenstar/coronalloop
http://synaptica.net/zthes/64764	data products	0.96	data product	http://sweetontology.net/reprdataproduct/dataproduct
http://synaptica.net/zthes/61625	energy levels	0.96	energy level	http://sweetontology.net/propcount/energylevel
http://synaptica.net/zthes/61798	fluorocarbons	0.96	fluorocarbon	http://sweetontology.net/matrorganiccompound/fluorocarbon
http://synaptica.net/zthes/43645	frontal waves	0.96	frontal wave	http://sweetontology.net/phenatmo/frontalwave
http://synaptica.net/zthes/62006	gravity waves	0.96	gravity wave	http://sweetontology.net/phenwave/gravitywave
http://synaptica.net/zthes/62009	great circles	0.96	great circle	http://sweetontology.net/reprspacegeometry/greatcircle
http://synaptica.net/zthes/62198	igneous rocks	0.96	igneous rock	http://sweetontology.net/matrrockigneous/igneousrock
http://synaptica.net/zthes/45563	invertebrates	0.96	invertebrate	http://sweetontology.net/matranimal/invertebrate
http://synaptica.net/zthes/46396	liquefaction	0.96	liquiefaction	http://sweetontology.net/procstatechange/liquiefaction
http://synaptica.net/zthes/184301	low latitudes	0.96	low latitude	http://sweetontology.net/realmregion/lowlatitude
http://synaptica.net/zthes/64500	madden-julian oscillation	0.96	madden julian oscillation	http://sweetontology.net/phencycle/maddenjulianoscillation
http://synaptica.net/zthes/47643	mixing ratios	0.96	mixing ratio	http://sweetontology.net/propfraction/mixingratio
http://synaptica.net/zthes/49108	pennsylvania	0.96	pennsylvanian	http://sweetontology.net/statetimegeologic/pennsylvanian
http://synaptica.net/zthes/185192	radionuclides	0.96	radionuclide	http://sweetontology.net/matrisotope/radionuclide
http://synaptica.net/zthes/50863	refrigerators	0.96	refrigerator	http://sweetontology.net/matrenergy/refrigerator
http://synaptica.net/zthes/51329	saddle points	0.96	saddle point	http://sweetontology.net/reprmathoperation/saddlepoint
http://synaptica.net/zthes/63594	seismic waves	0.96	seismic wave	http://sweetontology.net/phengeolseismicity/seismicwave
http://synaptica.net/zthes/63622	shatter cones	0.96	shatter cone	http://sweetontology.net/realmlandform/shattercone
http://synaptica.net/zthes/63876	stellar cores	0.96	stellar core	http://sweetontology.net/realmastrostar/stellarcore
http://synaptica.net/zthes/52901	stellar winds	0.96	stellar wind	http://sweetontology.net/phenstar/stellarwind
http://synaptica.net/zthes/53164	sulfur oxides	0.96	sulfur oxide	http://sweetontology.net/matrcompound/sulfuroxide
http://synaptica.net/zthes/53277	surface waves	0.96	surface wave	http://sweetontology.net/phenwave/surfacewave
http://synaptica.net/zthes/185968	tensor fields	0.96	tensor field	http://sweetontology.net/reprmathfunction/tensorfield
http://synaptica.net/zthes/64081	thunderstorms	0.96	thunderstorm	http://sweetontology.net/phenatmoprecipitation/thunderstorm
http://synaptica.net/zthes/182271	alfven waves	0.96	alfven wave	http://sweetontology.net/phenwave/alfvenwave
http://synaptica.net/zthes/38525	anticyclones	0.96	anticyclone	http://sweetontology.net/phenfluiddynamics/anticyclone
http://synaptica.net/zthes/38574	anvil clouds	0.96	anvil cloud	http://sweetontology.net/phenatmocloud/anvilcloud
http://synaptica.net/zthes/60766	atmospherics	0.96	atmospheric	http://sweetontology.net/staterealm/atmospheric
http://synaptica.net/zthes/60960	brunt-vaisala frequency	0.96	brunt vaisala frequency	http://sweetontology.net/proptimefrequency/bruntvaisalafrequency
http://synaptica.net/zthes/40374	chlorophylls	0.96	chlorophyll	http://sweetontology.net/matrorganiccompound/chlorophyll
http://synaptica.net/zthes/182700	cinder cones	0.96	cinder cone	http://sweetontology.net/matrrockigneous/cindercone
http://synaptica.net/zthes/40580	coefficients	0.96	coefficient	http://sweetontology.net/reprmathfunctionorthogonal/coefficient
http://synaptica.net/zthes/40932	contaminants	0.96	contaminant	http://sweetontology.net/staterolebiological/contaminant
http://synaptica.net/zthes/41630	descriptions	0.96	description	http://sweetontology.net/propcategorical/description
http://synaptica.net/zthes/61637	environments	0.96	environment	http://sweetontology.net/reprscicomponent/environment
http://synaptica.net/zthes/61787	flood plains	0.96	flood plain	http://sweetontology.net/realmlandfluvial/floodplain
http://synaptica.net/zthes/61822	fossil fuels	0.96	fossil fuel	http://sweetontology.net/matrnaturalresource/fossilfuel
http://synaptica.net/zthes/62022	ground water	0.96	groundwater	http://sweetontology.net/matrwater/groundwater
http://synaptica.net/zthes/44469	heat islands	0.96	heat island	http://sweetontology.net/phenplanetclimate/heatisland
http://synaptica.net/zthes/64439	heavy metals	0.96	heavy metal	http://sweetontology.net/matrelement/heavymetal
http://synaptica.net/zthes/44600	heterotrophs	0.96	heterotroph	http://sweetontology.net/staterolebiological/heterotroph
http://synaptica.net/zthes/44888	hydrocarbons	0.96	hydrocarbon	http://sweetontology.net/matrorganiccompound/hydrocarbon
http://synaptica.net/zthes/44953	hydrostatics	0.96	hydrostatic	http://sweetontology.net/statefluid/hydrostatic
http://synaptica.net/zthes/45379	insecticides	0.96	insecticide	http://sweetontology.net/staterolebiological/insecticide
http://synaptica.net/zthes/45899	kelvin waves	0.96	kelvin wave	http://sweetontology.net/phenwave/kelvinwave
http://synaptica.net/zthes/184378	magnetograms	0.96	magnetogram	http://sweetontology.net/matrinstrument/magnetogram
http://synaptica.net/zthes/62960	oscillations	0.96	oscillation	http://sweetontology.net/phensystem/oscillation
http://synaptica.net/zthes/49008	particulates	0.96	particulate	http://sweetontology.net/matraerosol/particulate
http://synaptica.net/zthes/49126	perchlorates	0.96	perchlorate	http://sweetontology.net/matrcompound/perchlorate
http://synaptica.net/zthes/49607	plasma waves	0.96	plasma wave	http://sweetontology.net/phenwave/plasmawave
http://synaptica.net/zthes/185116	publications	0.96	publication	http://sweetontology.net/humanresearch/publication
http://synaptica.net/zthes/185328	rift valleys	0.96	rift valley	http://sweetontology.net/realmlandtectonic/riftvalley
http://synaptica.net/zthes/185349	rossby waves	0.96	rossby wave	http://sweetontology.net/phenwave/rossbywave
http://synaptica.net/zthes/52220	solar cycles	0.96	solar cycle	http://sweetontology.net/phencycle/solarcycle
http://synaptica.net/zthes/63840	square waves	0.96	square wave	http://sweetontology.net/reprmathfunction/squarewave
http://synaptica.net/zthes/52962	storm surges	0.96	storm surge	http://sweetontology.net/phenoceancoastal/stormsurge
http://synaptica.net/zthes/53606	tensiometers	0.96	tensiometer	http://sweetontology.net/matrinstrument/tensiometer
http://synaptica.net/zthes/53755	thermoclines	0.96	thermocline	http://sweetontology.net/realmocean/thermocline
http://synaptica.net/zthes/64062	thermometers	0.96	thermometer	http://sweetontology.net/matrinstrument/thermometer
http://synaptica.net/zthes/64137	transmitters	0.96	transmitter	http://sweetontology.net/matrequipment/transmitter
http://synaptica.net/zthes/55025	water tables	0.96	water table	http://sweetontology.net/realmhydro/watertable
http://synaptica.net/zthes/38294	allocations	0.95	allocation	http://sweetontology.net/humandecision/allocation
http://synaptica.net/zthes/60666	anemometers	0.95	anemometer	http://sweetontology.net/matrinstrument/anemometer
http://synaptica.net/zthes/38532	antifreezes	0.95	antifreeze	http://sweetontology.net/staterole/antifreeze
http://synaptica.net/zthes/38762	assessments	0.95	assessment	http://sweetontology.net/humanresearch/assessment
http://synaptica.net/zthes/60998	carcinogens	0.95	carcinogen	http://sweetontology.net/staterolebiological/carcinogen
