NASAThes URI:	NASAThes term	Similarity	SWEET term	SWEET URI
http://synaptica.net/zthes/62067	heat	1.00	heat	http://sweetontology.net/propenergy/heat
http://synaptica.net/zthes/62070	heat budget	1.00	heat budget	http://sweetontology.net/propenergy/heatbudget
http://synaptica.net/zthes/183723	heat capacity	1.00	heat capacity	http://sweetontology.net/propcapacity/heatcapacity
http://synaptica.net/zthes/183730	heat flow	1.00	heat flow	http://sweetontology.net/propenergyflux/heatflow
http://synaptica.net/zthes/62072	heat flux	1.00	heat flux	http://sweetontology.net/propenergyflux/heatflux
http://synaptica.net/zthes/44493	heating	1.00	heating	http://sweetontology.net/procphysical/heating
http://synaptica.net/zthes/44501	heavy nuclei	1.00	heavy nuclei	http://sweetontology.net/matrparticle/heavynuclei
http://synaptica.net/zthes/62082	height	1.00	height	http://sweetontology.net/propspaceheight/height
http://synaptica.net/zthes/62082	height	1.00	height	http://sweetontology.net/reprspacecoordinate/height
http://synaptica.net/zthes/44530	helioseismology	1.00	helioseismology	http://sweetontology.net/phenstar/helioseismology
http://synaptica.net/zthes/62086	heliosphere	1.00	heliosphere	http://sweetontology.net/realmastrohelio/heliosphere
http://synaptica.net/zthes/44536	helium	1.00	helium	http://sweetontology.net/matrelement/helium
http://synaptica.net/zthes/62090	hematite	1.00	hematite	http://sweetontology.net/matrcompound/hematite
http://synaptica.net/zthes/62090	hematite	1.00	hematite	http://sweetontology.net/matrmineral/hematite
http://synaptica.net/zthes/44653	high pressure	1.00	high pressure	http://sweetontology.net/phenfluiddynamics/highpressure
http://synaptica.net/zthes/62110	hiss	1.00	hiss	http://sweetontology.net/phenwavenoise/hiss
http://synaptica.net/zthes/44733	homeostasis	1.00	homeostasis	http://sweetontology.net/statesystem/homeostasis
http://synaptica.net/zthes/44759	hookes law	1.00	hookes law	http://sweetontology.net/reprscilaw/hookeslaw
http://synaptica.net/zthes/62126	horizon	1.00	horizon	http://sweetontology.net/reprmathfunction/horizon
http://synaptica.net/zthes/62143	humidity	1.00	humidity	http://sweetontology.net/propfraction/humidity
http://synaptica.net/zthes/62147	hydration	1.00	hydration	http://sweetontology.net/procchemical/hydration
http://synaptica.net/zthes/44906	hydrogen	1.00	hydrogen	http://sweetontology.net/matrelement/hydrogen
http://synaptica.net/zthes/44923	hydrogen peroxide	1.00	hydrogen peroxide	http://sweetontology.net/matrcompound/hydrogenperoxide
http://synaptica.net/zthes/44935	hydrological cycle	1.00	hydrological cycle	http://sweetontology.net/phencyclematerial/hydrologicalcycle
http://synaptica.net/zthes/62162	hydrology	1.00	hydrology	http://sweetontology.net/humanknowledgedomain/hydrology
http://synaptica.net/zthes/44938	hydrolysis	1.00	hydrolysis	http://sweetontology.net/procchemical/hydrolysis
http://synaptica.net/zthes/62169	hydrostatic pressure	1.00	hydrostatic pressure	http://sweetontology.net/proppressure/hydrostaticpressure
http://synaptica.net/zthes/183892	hypergravity	1.00	hypergravity	http://sweetontology.net/statephysical/hypergravity
http://synaptica.net/zthes/183898	hypogravity	1.00	hypogravity	http://sweetontology.net/statephysical/hypogravity
http://synaptica.net/zthes/62190	hypoxia	1.00	hypoxia	http://sweetontology.net/statechemical/hypoxia
http://synaptica.net/zthes/62191	hysteresis	1.00	hysteresis	http://sweetontology.net/statesystem/hysteresis
http://synaptica.net/zthes/62193	ice	1.00	ice	http://sweetontology.net/matrwater/ice
http://synaptica.net/zthes/64634	ice	1.00	ice	http://sweetontology.net/matrwater/ice
http://synaptica.net/zthes/183908	icing	1.00	icing	http://sweetontology.net/phenatmo/icing
http://synaptica.net/zthes/62203	illuminance	1.00	illuminance	http://sweetontology.net/propenergyflux/illuminance
http://synaptica.net/zthes/45159	impact	1.00	impact	http://sweetontology.net/propordinal/impact
http://synaptica.net/zthes/62218	impedance	1.00	impedance	http://sweetontology.net/propconductivity/impedance
http://synaptica.net/zthes/62226	incidence	1.00	incidence	http://sweetontology.net/propspacedirection/incidence
http://synaptica.net/zthes/62226	incidence	1.00	incidence	http://sweetontology.net/proptimefrequency/incidence
http://synaptica.net/zthes/45210	increasing	1.00	increasing	http://sweetontology.net/relasci/increasing
http://synaptica.net/zthes/45218	indian ocean	1.00	indian ocean	http://sweetontology.net/realmoceanfeature/indianocean
http://synaptica.net/zthes/45244	inductance	1.00	inductance	http://sweetontology.net/propcharge/inductance
http://synaptica.net/zthes/62238	inertia	1.00	inertia	http://sweetontology.net/propspeed/inertia
http://synaptica.net/zthes/45278	infiltration	1.00	infiltration	http://sweetontology.net/phenhydro/infiltration
http://synaptica.net/zthes/183976	inhalation	1.00	inhalation	http://sweetontology.net/phenbiol/inhalation
http://synaptica.net/zthes/45377	input	1.00	input	http://sweetontology.net/reprscicomponent/input
http://synaptica.net/zthes/62273	insolation	1.00	insolation	http://sweetontology.net/propenergyflux/insolation
http://synaptica.net/zthes/183987	instability	1.00	instability	http://sweetontology.net/statesystem/instability
http://synaptica.net/zthes/45407	insulation	1.00	insulation	http://sweetontology.net/procphysical/insulation
http://synaptica.net/zthes/64422	intercalibration	1.00	intercalibration	http://sweetontology.net/reprdataservicevalidation/intercalibration
http://synaptica.net/zthes/45460	interferometry	1.00	interferometry	http://sweetontology.net/reprscimethodology/interferometry
http://synaptica.net/zthes/184014	interlocking	1.00	interlocking	http://sweetontology.net/statespaceconfiguration/interlocking
http://synaptica.net/zthes/62298	internal energy	1.00	internal energy	http://sweetontology.net/propenergy/internalenergy
http://synaptica.net/zthes/45518	interpolation	1.00	interpolation	http://sweetontology.net/reprdataserviceanalysis/interpolation
http://synaptica.net/zthes/45522	interruption	1.00	interruption	http://sweetontology.net/phensystem/interruption
http://synaptica.net/zthes/45553	intrusion	1.00	intrusion	http://sweetontology.net/phenhydro/intrusion
http://synaptica.net/zthes/45566	investigation	1.00	investigation	http://sweetontology.net/humanresearch/investigation
http://synaptica.net/zthes/45576	iodine	1.00	iodine	http://sweetontology.net/matrelement/iodine
http://synaptica.net/zthes/45619	ion temperature	1.00	ion temperature	http://sweetontology.net/proptemperature/iontemperature
http://synaptica.net/zthes/62321	ionization	1.00	ionization	http://sweetontology.net/procstatechange/ionization
http://synaptica.net/zthes/62326	ionizing radiation	1.00	ionizing radiation	http://sweetontology.net/procphysical/ionizingradiation
http://synaptica.net/zthes/45672	iron	1.00	iron	http://sweetontology.net/matrelement/iron
http://synaptica.net/zthes/62334	irradiance	1.00	irradiance	http://sweetontology.net/propenergyflux/irradiance
http://synaptica.net/zthes/45691	irrigation	1.00	irrigation	http://sweetontology.net/humanagriculture/irrigation
http://synaptica.net/zthes/62336	isentrope	1.00	isentrope	http://sweetontology.net/reprscifunction/isentrope
http://synaptica.net/zthes/62349	isotropy	1.00	isotropy	http://sweetontology.net/statespaceconfiguration/isotropy
http://synaptica.net/zthes/45750	iteration	1.00	iteration	http://sweetontology.net/reprmathsolution/iteration
http://synaptica.net/zthes/184121	k band	1.00	k band	http://sweetontology.net/statespectralband/kband
http://synaptica.net/zthes/184122	ka band	1.00	ka band	http://sweetontology.net/statespectralband/kaband
http://synaptica.net/zthes/45894	karst	1.00	karst	http://sweetontology.net/phengeolgeomorphology/karst
http://synaptica.net/zthes/184132	kimberlite	1.00	kimberlite	http://sweetontology.net/matrrockigneous/kimberlite
http://synaptica.net/zthes/62382	kinetic energy	1.00	kinetic energy	http://sweetontology.net/propenergy/kineticenergy
http://synaptica.net/zthes/45950	knowledge	1.00	knowledge	http://sweetontology.net/repr/knowledge
http://synaptica.net/zthes/184142	knowledge discovery	1.00	knowledge discovery	http://sweetontology.net/reprdataserviceanalysis/knowledgediscovery
http://synaptica.net/zthes/184150	ku band	1.00	ku band	http://sweetontology.net/statespectralband/kuband
http://synaptica.net/zthes/62397	kurtosis	1.00	kurtosis	http://sweetontology.net/propfunction/kurtosis
http://synaptica.net/zthes/184152	l band	1.00	l band	http://sweetontology.net/statespectralband/lband
http://synaptica.net/zthes/184159	lagrangian	1.00	lagrangian	http://sweetontology.net/propenergy/lagrangian
http://synaptica.net/zthes/184159	lagrangian	1.00	lagrangian	http://sweetontology.net/repr/lagrangian
http://synaptica.net/zthes/62407	laminar boundary layer	1.00	laminar boundary layer	http://sweetontology.net/phenfluiddynamics/laminarboundarylayer
http://synaptica.net/zthes/62408	laminar flow	1.00	laminar flow	http://sweetontology.net/phenfluiddynamics/laminarflow
http://synaptica.net/zthes/62410	land	1.00	land	http://sweetontology.net/realm/land
http://synaptica.net/zthes/62410	land	1.00	land	http://sweetontology.net/realmlandform/land
http://synaptica.net/zthes/62411	land ice	1.00	land ice	http://sweetontology.net/realmcryo/landice
http://synaptica.net/zthes/46040	land management	1.00	land management	http://sweetontology.net/humanenvirconservation/landmanagement
http://synaptica.net/zthes/46043	land use	1.00	land use	http://sweetontology.net/humancommerce/landuse
http://synaptica.net/zthes/46049	landing	1.00	landing	http://sweetontology.net/humantransportation/landing
http://synaptica.net/zthes/184174	landscape	1.00	landscape	http://sweetontology.net/realmlandform/landscape
http://synaptica.net/zthes/62419	lapse rate	1.00	lapse rate	http://sweetontology.net/proptemperaturegradient/lapserate
http://synaptica.net/zthes/62421	larmor radius	1.00	larmor radius	http://sweetontology.net/propspacedistance/larmorradius
http://synaptica.net/zthes/62448	latent heat	1.00	latent heat	http://sweetontology.net/propenergy/latentheat
http://synaptica.net/zthes/62450	latitude	1.00	latitude	http://sweetontology.net/reprspacecoordinate/latitude
http://synaptica.net/zthes/62457	lava	1.00	lava	http://sweetontology.net/matrrockigneous/lava
http://synaptica.net/zthes/46191	leaching	1.00	leaching	http://sweetontology.net/procchemical/leaching
http://synaptica.net/zthes/46215	leaf area index	1.00	leaf area index	http://sweetontology.net/propdimensionlessratio/leafareaindex
http://synaptica.net/zthes/62468	length	1.00	length	http://sweetontology.net/propspacedistance/length
http://synaptica.net/zthes/184226	lidar	1.00	lidar	http://sweetontology.net/matrinstrument/lidar
http://synaptica.net/zthes/62475	lift	1.00	lift	http://sweetontology.net/phenfluidinstability/lift
http://synaptica.net/zthes/62484	lightning	1.00	lightning	http://sweetontology.net/phenatmolightning/lightning
http://synaptica.net/zthes/62486	lignite	1.00	lignite	http://sweetontology.net/matrnaturalresource/lignite
http://synaptica.net/zthes/62493	limnology	1.00	limnology	http://sweetontology.net/humanknowledgedomain/limnology
http://synaptica.net/zthes/62494	line of sight	1.00	line of sight	http://sweetontology.net/reprspacedirection/lineofsight
http://synaptica.net/zthes/46453	lithium	1.00	lithium	http://sweetontology.net/matrelement/lithium
http://synaptica.net/zthes/62519	lithology	1.00	lithology	http://sweetontology.net/humanknowledgedomain/lithology
http://synaptica.net/zthes/62520	lithosphere	1.00	lithosphere	http://sweetontology.net/realmgeol/lithosphere
http://synaptica.net/zthes/62521	littoral drift	1.00	littoral drift	http://sweetontology.net/phenoceancoastal/littoraldrift
http://synaptica.net/zthes/46480	livestock	1.00	livestock	http://sweetontology.net/matranimal/livestock
http://synaptica.net/zthes/46497	local thermodynamic equilibrium	1.00	local thermodynamic equilibrium	http://sweetontology.net/statethermodynamic/localthermodynamicequilibrium
http://synaptica.net/zthes/184270	location	1.00	location	http://sweetontology.net/propspacelocation/location
http://synaptica.net/zthes/46509	lofting	1.00	lofting	http://sweetontology.net/phenfluidtransport/lofting
http://synaptica.net/zthes/62530	longitude	1.00	longitude	http://sweetontology.net/reprspacecoordinate/longitude
http://synaptica.net/zthes/46586	low pressure	1.00	low pressure	http://sweetontology.net/phenfluiddynamics/lowpressure
http://synaptica.net/zthes/62547	lower atmosphere	1.00	lower atmosphere	http://sweetontology.net/realmatmo/loweratmosphere
http://synaptica.net/zthes/62552	luminance	1.00	luminance	http://sweetontology.net/propenergyflux/luminance
http://synaptica.net/zthes/62553	luminescence	1.00	luminescence	http://sweetontology.net/procchemical/luminescence
http://synaptica.net/zthes/46626	luminosity	1.00	luminosity	http://sweetontology.net/propenergy/luminosity
http://synaptica.net/zthes/62554	luminous intensity	1.00	luminous intensity	http://sweetontology.net/propenergyflux/luminousintensity
http://synaptica.net/zthes/62562	luster	1.00	luster	http://sweetontology.net/propordinal/luster
http://synaptica.net/zthes/62573	magma	1.00	magma	http://sweetontology.net/matrrockigneous/magma
http://synaptica.net/zthes/46795	magnesium	1.00	magnesium	http://sweetontology.net/matrelement/magnesium
http://synaptica.net/zthes/62584	magnetic flux	1.00	magnetic flux	http://sweetontology.net/propcharge/magneticflux
http://synaptica.net/zthes/46876	magnetite	1.00	magnetite	http://sweetontology.net/matrcompound/magnetite
http://synaptica.net/zthes/46876	magnetite	1.00	magnetite	http://sweetontology.net/matrmineral/magnetite
http://synaptica.net/zthes/46899	magnetosheath	1.00	magnetosheath	http://sweetontology.net/phenhelio/magnetosheath
http://synaptica.net/zthes/46926	maintenance	1.00	maintenance	http://sweetontology.net/phenbiol/maintenance
http://synaptica.net/zthes/46937	malleability	1.00	malleability	http://sweetontology.net/propmass/malleability
http://synaptica.net/zthes/46947	management	1.00	management	http://sweetontology.net/humancommerce/management
http://synaptica.net/zthes/46960	manganese	1.00	manganese	http://sweetontology.net/matrelement/manganese
http://synaptica.net/zthes/46996	mapping	1.00	mapping	http://sweetontology.net/human/mapping
http://synaptica.net/zthes/46996	mapping	1.00	mapping	http://sweetontology.net/reprdataservicegeospatial/mapping
http://synaptica.net/zthes/62636	mass	1.00	mass	http://sweetontology.net/propmass/mass
http://synaptica.net/zthes/47176	mean	1.00	mean	http://sweetontology.net/propfunction/mean
http://synaptica.net/zthes/62651	mean free path	1.00	mean free path	http://sweetontology.net/propspacedistance/meanfreepath
http://synaptica.net/zthes/47220	melting	1.00	melting	http://sweetontology.net/procstatechange/melting
http://synaptica.net/zthes/62669	mesopause	1.00	mesopause	http://sweetontology.net/realmatmo/mesopause
http://synaptica.net/zthes/62671	mesosphere	1.00	mesosphere	http://sweetontology.net/realmatmo/mesosphere
http://synaptica.net/zthes/62671	mesosphere	1.00	mesosphere	http://sweetontology.net/realmgeol/mesosphere
http://synaptica.net/zthes/64679	metadata	1.00	metadata	http://sweetontology.net/reprsciprovenance/metadata
http://synaptica.net/zthes/62681	metallicity	1.00	metallicity	http://sweetontology.net/propfraction/metallicity
http://synaptica.net/zthes/62688	meteorology	1.00	meteorology	http://sweetontology.net/humanknowledgedomain/meteorology
http://synaptica.net/zthes/47382	methane	1.00	methane	http://sweetontology.net/matrorganiccompound/methane
http://synaptica.net/zthes/47389	methyl chloride	1.00	methyl chloride	http://sweetontology.net/matrorganiccompound/methylchloride
http://synaptica.net/zthes/184499	methyl cyanide	1.00	methyl cyanide	http://sweetontology.net/matrorganiccompound/methylcyanide
http://synaptica.net/zthes/47468	microstructure	1.00	microstructure	http://sweetontology.net/statesolid/microstructure
http://synaptica.net/zthes/62717	middle atmosphere	1.00	middle atmosphere	http://sweetontology.net/realmatmo/middleatmosphere
http://synaptica.net/zthes/62718	mie scattering	1.00	mie scattering	http://sweetontology.net/procwave/miescattering
http://synaptica.net/zthes/47526	migration	1.00	migration	http://sweetontology.net/phenecology/migration
http://synaptica.net/zthes/47526	migration	1.00	migration	http://sweetontology.net/procphysical/migration
http://synaptica.net/zthes/47559	mineralogy	1.00	mineralogy	http://sweetontology.net/humanknowledgedomain/mineralogy
http://synaptica.net/zthes/47573	mining	1.00	mining	http://sweetontology.net/humancommerce/mining
http://synaptica.net/zthes/47573	mining	1.00	mining	http://sweetontology.net/reprdataservicereduction/mining
http://synaptica.net/zthes/47591	mirror point	1.00	mirror point	http://sweetontology.net/propspacelocation/mirrorpoint
http://synaptica.net/zthes/62738	mist	1.00	mist	http://sweetontology.net/phenatmoprecipitation/mist
http://synaptica.net/zthes/47638	mixing	1.00	mixing	http://sweetontology.net/phenmixing/mixing
http://synaptica.net/zthes/62740	mixing height	1.00	mixing height	http://sweetontology.net/propspaceheight/mixingheight
http://synaptica.net/zthes/62751	modulus of elasticity	1.00	modulus of elasticity	http://sweetontology.net/proppressure/modulusofelasticity
http://synaptica.net/zthes/47679	moisture	1.00	moisture	http://sweetontology.net/propchemical/moisture
http://synaptica.net/zthes/62758	molecular weight	1.00	molecular weight	http://sweetontology.net/propmass/molecularweight
http://synaptica.net/zthes/47721	moles	1.00	moles	http://sweetontology.net/propmass/moles
http://synaptica.net/zthes/47731	molybdenum	1.00	molybdenum	http://sweetontology.net/matrelement/molybdenum
http://synaptica.net/zthes/62761	momentum	1.00	momentum	http://sweetontology.net/propspeed/momentum
http://synaptica.net/zthes/62765	month	1.00	month	http://sweetontology.net/reprsciunits/month
http://synaptica.net/zthes/62767	moon	1.00	moon	http://sweetontology.net/realmastrobody/moon
http://synaptica.net/zthes/47793	morning	1.00	morning	http://sweetontology.net/reprtimeday/morning
http://synaptica.net/zthes/47797	morphology	1.00	morphology	http://sweetontology.net/propspace/morphology
http://synaptica.net/zthes/47821	mouth	1.00	mouth	http://sweetontology.net/realmhydrobody/mouth
http://synaptica.net/zthes/47831	mud	1.00	mud	http://sweetontology.net/matrsediment/mud
http://synaptica.net/zthes/47857	multiplication	1.00	multiplication	http://sweetontology.net/reprmathoperation/multiplication
http://synaptica.net/zthes/62809	natural gas	1.00	natural gas	http://sweetontology.net/matrnaturalresource/naturalgas
http://synaptica.net/zthes/62815	navigation	1.00	navigation	http://sweetontology.net/matrequipment/navigation
http://synaptica.net/zthes/62818	negative feedback	1.00	negative feedback	http://sweetontology.net/phensystemcomplexity/negativefeedback
http://synaptica.net/zthes/47986	neon	1.00	neon	http://sweetontology.net/matrelement/neon
http://synaptica.net/zthes/64610	neotectonics	1.00	neotectonics	http://sweetontology.net/humanknowledgedomain/neotectonics
http://synaptica.net/zthes/62836	newton	1.00	newton	http://sweetontology.net/reprsciunits/newton
http://synaptica.net/zthes/48156	nitric acid	1.00	nitric acid	http://sweetontology.net/matrcompound/nitricacid
http://synaptica.net/zthes/48157	nitric oxide	1.00	nitric oxide	http://sweetontology.net/matrcompound/nitricoxide
http://synaptica.net/zthes/48169	nitrogen	1.00	nitrogen	http://sweetontology.net/matrelement/nitrogen
http://synaptica.net/zthes/48172	nitrogen dioxide	1.00	nitrogen dioxide	http://sweetontology.net/matrcompound/nitrogendioxide
http://synaptica.net/zthes/48197	nitrous acid	1.00	nitrous acid	http://sweetontology.net/matrcompound/nitrousacid
http://synaptica.net/zthes/62851	noise pollution	1.00	noise pollution	http://sweetontology.net/phenenvirimpact/noisepollution
http://synaptica.net/zthes/62863	noon	1.00	noon	http://sweetontology.net/reprtimeday/noon
http://synaptica.net/zthes/64549	normalized difference vegetation index	1.00	normalized difference vegetation index	http://sweetontology.net/propdifference/normalizeddifferencevegetationindex
http://synaptica.net/zthes/48306	northern hemisphere	1.00	northern hemisphere	http://sweetontology.net/realmregion/northernhemisphere
http://synaptica.net/zthes/48365	nuclear fusion	1.00	nuclear fusion	http://sweetontology.net/procchemical/nuclearfusion
http://synaptica.net/zthes/48406	nucleation	1.00	nucleation	http://sweetontology.net/procchemical/nucleation
http://synaptica.net/zthes/184723	nucleosynthesis	1.00	nucleosynthesis	http://sweetontology.net/procphysical/nucleosynthesis
http://synaptica.net/zthes/184729	obscuration	1.00	obscuration	http://sweetontology.net/phenatmo/obscuration
http://synaptica.net/zthes/184729	obscuration	1.00	obscuration	http://sweetontology.net/phenatmosky/obscuration
http://synaptica.net/zthes/48466	observation	1.00	observation	http://sweetontology.net/humanresearch/observation
http://synaptica.net/zthes/48469	obsidian	1.00	obsidian	http://sweetontology.net/matrrockigneous/obsidian
http://synaptica.net/zthes/62909	oceanography	1.00	oceanography	http://sweetontology.net/humanknowledgedomain/oceanography
http://synaptica.net/zthes/62922	opacity	1.00	opacity	http://sweetontology.net/propenergyflux/opacity
http://synaptica.net/zthes/48568	open channel flow	1.00	open channel flow	http://sweetontology.net/phenhydro/openchannelflow
http://synaptica.net/zthes/184764	optical depth	1.00	optical depth	http://sweetontology.net/propspacethickness/opticaldepth
http://synaptica.net/zthes/62939	optical thickness	1.00	optical thickness	http://sweetontology.net/propspacethickness/opticalthickness
http://synaptica.net/zthes/62942	optimization	1.00	optimization	http://sweetontology.net/humandecision/optimization
http://synaptica.net/zthes/184787	orbital motion	1.00	orbital motion	http://sweetontology.net/procphysical/orbitalmotion
http://synaptica.net/zthes/48722	orography	1.00	orography	http://sweetontology.net/realmlandorographic/orography
http://synaptica.net/zthes/62973	output	1.00	output	http://sweetontology.net/reprscicomponent/output
http://synaptica.net/zthes/184827	overcast	1.00	overcast	http://sweetontology.net/statevisibility/overcast
http://synaptica.net/zthes/62977	oxidation	1.00	oxidation	http://sweetontology.net/procchemical/oxidation
http://synaptica.net/zthes/48817	oxygen	1.00	oxygen	http://sweetontology.net/matrelement/oxygen
http://synaptica.net/zthes/62982	ozone	1.00	ozone	http://sweetontology.net/matrelementalmolecule/ozone
http://synaptica.net/zthes/48845	ozone depletion	1.00	ozone depletion	http://sweetontology.net/phenatmosky/ozonedepletion
http://synaptica.net/zthes/48845	ozone depletion	1.00	ozone depletion	http://sweetontology.net/phenenvirimpact/ozonedepletion
http://synaptica.net/zthes/184837	ozone layer	1.00	ozone layer	http://sweetontology.net/realmatmo/ozonelayer
http://synaptica.net/zthes/48870	pacific ocean	1.00	pacific ocean	http://sweetontology.net/realmoceanfeature/pacificocean
http://synaptica.net/zthes/62985	packaging	1.00	packaging	http://sweetontology.net/humancommerce/packaging
http://synaptica.net/zthes/62991	paleoclimatology	1.00	paleoclimatology	http://sweetontology.net/humanknowledgedomain/paleoclimatology
http://synaptica.net/zthes/48894	paleomagnetism	1.00	paleomagnetism	http://sweetontology.net/phengeol/paleomagnetism
http://synaptica.net/zthes/48895	paleontology	1.00	paleontology	http://sweetontology.net/humanknowledgedomain/paleontology
http://synaptica.net/zthes/48956	parameterization	1.00	parameterization	http://sweetontology.net/reprscimodel/parameterization
http://synaptica.net/zthes/63010	partial pressure	1.00	partial pressure	http://sweetontology.net/proppressure/partialpressure
http://synaptica.net/zthes/184874	pcb	1.00	pcb	http://sweetontology.net/matrorganiccompound/pcb
http://synaptica.net/zthes/63032	peat	1.00	peat	http://sweetontology.net/matrsediment/peat
http://synaptica.net/zthes/63033	peclet number	1.00	peclet number	http://sweetontology.net/propdimensionlessratio/pecletnumber
http://synaptica.net/zthes/49089	pelagic zone	1.00	pelagic zone	http://sweetontology.net/realmocean/pelagiczone
http://synaptica.net/zthes/49127	perchloric acid	1.00	perchloric acid	http://sweetontology.net/matrcompound/perchloricacid
http://synaptica.net/zthes/49129	percolation	1.00	percolation	http://sweetontology.net/phenhydro/percolation
http://synaptica.net/zthes/49143	peridotite	1.00	peridotite	http://sweetontology.net/matrrockigneous/peridotite
http://synaptica.net/zthes/63049	permafrost	1.00	permafrost	http://sweetontology.net/realmsoil/permafrost
http://synaptica.net/zthes/63050	permeability	1.00	permeability	http://sweetontology.net/propcharge/permeability
http://synaptica.net/zthes/63050	permeability	1.00	permeability	http://sweetontology.net/propmassflux/permeability
http://synaptica.net/zthes/49165	permittivity	1.00	permittivity	http://sweetontology.net/propcharge/permittivity
http://synaptica.net/zthes/63052	perturbation	1.00	perturbation	http://sweetontology.net/phensystem/perturbation
http://synaptica.net/zthes/49193	petrography	1.00	petrography	http://sweetontology.net/humanknowledgedomain/petrography
http://synaptica.net/zthes/184906	petroleum	1.00	petroleum	http://sweetontology.net/matrnaturalresource/petroleum
http://synaptica.net/zthes/63056	petrology	1.00	petrology	http://sweetontology.net/humanknowledgedomain/petrology
http://synaptica.net/zthes/49197	ph	1.00	ph	http://sweetontology.net/propchemical/ph
http://synaptica.net/zthes/63065	phase velocity	1.00	phase velocity	http://sweetontology.net/propspeed/phasevelocity
http://synaptica.net/zthes/63066	phenology	1.00	phenology	http://sweetontology.net/humanknowledgedomain/phenology
http://synaptica.net/zthes/63070	phosphorescence	1.00	phosphorescence	http://sweetontology.net/procchemical/phosphorescence
http://synaptica.net/zthes/49271	phosphorus	1.00	phosphorus	http://sweetontology.net/matrelement/phosphorus
http://synaptica.net/zthes/184915	photochemistry	1.00	photochemistry	http://sweetontology.net/humanknowledgedomain/photochemistry
http://synaptica.net/zthes/49291	photodecomposition	1.00	photodecomposition	http://sweetontology.net/procchemical/photodecomposition
http://synaptica.net/zthes/63080	photodissociation	1.00	photodissociation	http://sweetontology.net/procchemical/photodissociation
http://synaptica.net/zthes/63089	photography	1.00	photography	http://sweetontology.net/reprscimethodology/photography
http://synaptica.net/zthes/63090	photoionization	1.00	photoionization	http://sweetontology.net/procstatechange/photoionization
http://synaptica.net/zthes/49332	photolysis	1.00	photolysis	http://sweetontology.net/procchemical/photolysis
http://synaptica.net/zthes/63095	photometry	1.00	photometry	http://sweetontology.net/reprscimethodology/photometry
http://synaptica.net/zthes/63101	photosphere	1.00	photosphere	http://sweetontology.net/realmastrostar/photosphere
http://synaptica.net/zthes/63102	photosynthesis	1.00	photosynthesis	http://sweetontology.net/phenbiol/photosynthesis
http://synaptica.net/zthes/64592	photosynthetically active radiation	1.00	photosynthetically active radiation	http://sweetontology.net/statespectralband/photosyntheticallyactiveradiation
http://synaptica.net/zthes/63109	physiology	1.00	physiology	http://sweetontology.net/humanknowledgedomain/physiology
http://synaptica.net/zthes/63110	phytoplankton	1.00	phytoplankton	http://sweetontology.net/matrmicrobiota/phytoplankton
http://synaptica.net/zthes/63133	planetary boundary layer	1.00	planetary boundary layer	http://sweetontology.net/realmatmoboundarylayer/planetaryboundarylayer
http://synaptica.net/zthes/49525	planetary structure	1.00	planetary structure	http://sweetontology.net/realm/planetarystructure
http://synaptica.net/zthes/49531	planetology	1.00	planetology	http://sweetontology.net/humanknowledgedomain/planetology
http://synaptica.net/zthes/63143	plankton	1.00	plankton	http://sweetontology.net/matrmicrobiota/plankton
http://synaptica.net/zthes/63145	plant stress	1.00	plant stress	http://sweetontology.net/phenbiol/plantstress
http://synaptica.net/zthes/49612	plasmapause	1.00	plasmapause	http://sweetontology.net/realmastrohelio/plasmapause
http://synaptica.net/zthes/63168	plasmasphere	1.00	plasmasphere	http://sweetontology.net/realmastrohelio/plasmasphere
http://synaptica.net/zthes/185006	plasticity	1.00	plasticity	http://sweetontology.net/propmass/plasticity
http://synaptica.net/zthes/63177	polar coordinates	1.00	polar coordinates	http://sweetontology.net/reprspacereferencesystem/polarcoordinates
http://synaptica.net/zthes/49732	polarimetry	1.00	polarimetry	http://sweetontology.net/reprscimethodology/polarimetry
http://synaptica.net/zthes/63181	polarity	1.00	polarity	http://sweetontology.net/propbinary/polarity
http://synaptica.net/zthes/49760	pollen	1.00	pollen	http://sweetontology.net/matraerosol/pollen
http://synaptica.net/zthes/49760	pollen	1.00	pollen	http://sweetontology.net/matrplant/pollen
http://synaptica.net/zthes/49761	pollution	1.00	pollution	http://sweetontology.net/phenenvirimpact/pollution
http://synaptica.net/zthes/63196	porosity	1.00	porosity	http://sweetontology.net/propfraction/porosity
http://synaptica.net/zthes/63197	positive feedback	1.00	positive feedback	http://sweetontology.net/phensystemcomplexity/positivefeedback
http://synaptica.net/zthes/49885	potassium	1.00	potassium	http://sweetontology.net/matrelement/potassium
http://synaptica.net/zthes/63202	potential energy	1.00	potential energy	http://sweetontology.net/propenergy/potentialenergy
http://synaptica.net/zthes/63216	precession	1.00	precession	http://sweetontology.net/procphysical/precession
http://synaptica.net/zthes/63219	precision	1.00	precision	http://sweetontology.net/prop/precision
http://synaptica.net/zthes/63226	pressure	1.00	pressure	http://sweetontology.net/procphysical/pressure
http://synaptica.net/zthes/63226	pressure	1.00	pressure	http://sweetontology.net/proppressure/pressure
http://synaptica.net/zthes/63226	pressure	1.00	pressure	http://sweetontology.net/reprspacecoordinate/pressure
http://synaptica.net/zthes/50037	pretreatment	1.00	pretreatment	http://sweetontology.net/humanenvircontrol/pretreatment
http://synaptica.net/zthes/185089	probability	1.00	probability	http://sweetontology.net/propfraction/probability
