GCMD UID	GCMD term	Similarity	SWEET term	SWEET IRI
8e89d525-161c-4e02-8ef8-4868e0cf8c57	bioavailability	1.00	bioavailability	http://sweetontology.net/propfraction/bioavailability
5efc3bc4-6403-4e33-ba23-5418fbc026b1	bioluminescence	1.00	bioluminescence	http://sweetontology.net/procchemical/bioluminescence
f930dcf2-ddb4-4242-9079-9c8d5ceeaa35	endangered species	1.00	endangered species	http://sweetontology.net/phenecology/endangeredspecies
ddeb06af-5c36-428d-801e-e9f9a60ce429	exotic species	1.00	exotic species	http://sweetontology.net/matranimal/exoticspecies
003466f4-9ee7-4d3b-81ff-2013add292e2	mutualism	1.00	mutualism	http://sweetontology.net/phenecology/mutualism
80ae5fdc-c312-4fa1-bf7d-60346529976d	natural selection	1.00	natural selection	http://sweetontology.net/phenecology/naturalselection
51f3e55c-b694-4028-86fe-604a52dc794f	parasitism	1.00	parasitism	http://sweetontology.net/phenecology/parasitism
ad3a5f4f-4624-4a08-b875-6723c2615e90	population dynamics	1.00	population dynamics	http://sweetontology.net/phenecology/populationdynamics
abc96dce-cbae-43a4-b7c2-2ff02276b030	scavenging	1.00	scavenging	http://sweetontology.net/phenecology/scavenging
e008a809-42eb-4694-aac2-db7b6027ee77	symbiosis	1.00	symbiosis	http://sweetontology.net/phenecology/symbiosis
6bef0291-a9ca-4832-bbb4-80459dc1493f	ecological dynamics	1.00	ecological dynamics	http://sweetontology.net/phenecology/ecologicaldynamics
46a26fc7-95f0-409e-8bfa-eb623b3a3f8d	pasture	1.00	pasture	http://sweetontology.net/realmbiolbiome/pasture
a0c33d15-b76c-4a0d-abb7-6919102b2977	canal	1.00	canal	http://sweetontology.net/realmhydrobody/canal
2b1f7993-2d54-40de-abc4-3909f619ad4e	park	1.00	park	http://sweetontology.net/realmlandprotected/park
235996b1-b1a8-4c20-bb1f-711fb1a0c952	phytoplankton	1.00	phytoplankton	http://sweetontology.net/matrmicrobiota/phytoplankton
0399b52c-e3de-4dcc-9eb6-b1e3acf2cf1b	zooplankton	1.00	zooplankton	http://sweetontology.net/matranimal/zooplankton
ca8d77f2-9257-4298-9244-e81cd890f000	plankton	1.00	plankton	http://sweetontology.net/matrmicrobiota/plankton
290354cc-c670-4845-bb66-ef1974b1e2a2	cold seep	1.00	cold seep	http://sweetontology.net/realmoceanfloor/coldseep
bee69b66-3921-4883-920f-6a0bd85b614f	hydrothermal vent	1.00	hydrothermal vent	http://sweetontology.net/realmoceanfloor/hydrothermalvent
1c286cb7-2668-4db3-a5ac-cb8b710bebc2	abyssal	1.00	abyssal	http://sweetontology.net/realmocean/abyssal
09a78997-581b-4d1b-ae71-b2b3f96ef719	benthic	1.00	benthic	http://sweetontology.net/staterealm/benthic
879d286b-9ea6-4e4d-bdd1-56a4c7ca1531	lagoon	1.00	lagoon	http://sweetontology.net/realmhydrobody/lagoon
47be68db-d10d-43e7-b150-61cfd3f06126	coastal	1.00	coastal	http://sweetontology.net/realmlandcoastal/coastal
5a1ebca4-057d-43b9-af6a-04f57b93f8bb	estuary	1.00	estuary	http://sweetontology.net/realmhydrobody/estuary
eb958dfb-5e38-401f-8b42-5f1273c75a4a	neritic zone	1.00	neritic zone	http://sweetontology.net/realmocean/neriticzone
fa3bc02d-31a7-4456-b716-a8b8f8393c86	coral reef	1.00	coral reef	http://sweetontology.net/realmbiolbiome/coralreef
367718c8-cc3b-4c94-a270-0a278afabb43	reef	1.00	reef	http://sweetontology.net/realmoceanfloor/reef
944d9d09-4317-4e9a-9aa5-dc4282be406e	alpine tundra	1.00	alpine tundra	http://sweetontology.net/realmcryo/alpinetundra
d58dab07-f57e-47a9-8dcf-02a3e17f3533	savanna	1.00	savanna	http://sweetontology.net/realmbiolbiome/savanna
686feba9-87ba-474c-8280-7f67565cfb2f	biomass	1.00	biomass	http://sweetontology.net/matrbiomass/biomass
686feba9-87ba-474c-8280-7f67565cfb2f	biomass	1.00	biomass	http://sweetontology.net/matrenergy/biomass
6f6537f5-773f-4df1-862b-d9ab80eb5e04	carbon	1.00	carbon	http://sweetontology.net/matrelement/carbon
5e3999ec-d864-43fd-8d84-bd23630c405f	chlorophyll	1.00	chlorophyll	http://sweetontology.net/matrorganiccompound/chlorophyll
c59b0666-e20f-4134-847b-89719ed5621a	crown	1.00	crown	http://sweetontology.net/matrplant/crown
df597f06-8575-4726-acac-65b2bd432d59	dominant species	1.00	dominant species	http://sweetontology.net/matrplant/dominantspecies
40766d01-bda1-420b-9fd1-fba6d6924f3f	herbivory	1.00	herbivory	http://sweetontology.net/phenecology/herbivory
ed7c506e-b18e-4a93-ac03-4bdfe119b72f	nitrogen	1.00	nitrogen	http://sweetontology.net/matrelement/nitrogen
47f4e7ac-b4ca-4ef9-824b-a36ea5510526	phosphorus	1.00	phosphorus	http://sweetontology.net/matrelement/phosphorus
db69ecb1-0738-4d82-943f-ae92093f500d	photosynthetically active radiation	1.00	photosynthetically active radiation	http://sweetontology.net/statespectralband/photosyntheticallyactiveradiation
b0ad34ee-4b38-4a8d-a483-b3bfea66fa82	pollen	1.00	pollen	http://sweetontology.net/matraerosol/pollen
b0ad34ee-4b38-4a8d-a483-b3bfea66fa82	pollen	1.00	pollen	http://sweetontology.net/matrplant/pollen
fe6b37b9-f95a-491e-a58e-22aa66be9a9d	reforestation	1.00	reforestation	http://sweetontology.net/humanenvircontrol/reforestation
5bdb3251-4811-439c-b172-9bbcd98e84b3	vegetation cover	1.00	vegetation cover	http://sweetontology.net/matrplant/vegetationcover
de0ace5c-fa2b-47ca-93db-79d8df7ab6f2	vegetation species	1.00	vegetation species	http://sweetontology.net/matrplant/vegetationspecies
c7b5c02c-724d-4a19-b824-98180f3900c9	vegetation	1.00	vegetation	http://sweetontology.net/matrplant/vegetation
a219dbe6-c095-4002-9fbe-012b31da839c	ocean acidification	1.00	ocean acidification	http://sweetontology.net/phenenvirimpact/oceanacidification
7427fb2d-43b5-478a-960d-2ff9aa398462	standardized precipitation index	1.00	standardized precipitation index	http://sweetontology.net/propindex/standardizedprecipitationindex
eec5b471-bcc5-4d9b-8274-f3990e79ed84	erosion	1.00	erosion	http://sweetontology.net/phensolid/erosion
9db10fb2-0ceb-412e-9936-a286c579fa9f	inundation	1.00	inundation	http://sweetontology.net/phensystem/inundation
536a86bd-3dd1-4f4a-9b4a-222a12746db5	sea level rise	1.00	sea level rise	http://sweetontology.net/phenenvirimpact/sealevelrise
9c98dcbd-1dc8-4e0a-8ad1-0d11e88360eb	kaplan sst index	1.00	kaplan sst index	http://sweetontology.net/propindex/kaplansstindex
2aeb8e10-b7f8-429e-b9f6-968ece330741	blocking index	1.00	blocking index	http://sweetontology.net/propindex/blockingindex
c7fa79e4-67a1-45da-b393-a1b89d54a1a5	common sense climate index	1.00	common sense climate index	http://sweetontology.net/propindex/commonsenseclimateindex
6448f172-1560-4ea7-8826-8ac85dc820f3	indicator species	1.00	indicator species	http://sweetontology.net/matrbiomass/indicatorspecies
93c8b32d-ab89-43e1-b58c-f1823fa7d118	invasive species	1.00	invasive species	http://sweetontology.net/phenenvirimpact/invasivespecies
bb8c48bc-a36e-4f7e-afda-3244b058bc9c	avalanche	1.00	avalanche	http://sweetontology.net/phengeolgeomorphology/avalanche
82f49e65-c032-4f74-b5c2-a3f8058b7a71	depth hoar	1.00	depth hoar	http://sweetontology.net/matrwater/depthhoar
ee0fce70-2097-4f5b-853a-c34e6cbff929	salinity	1.00	salinity	http://sweetontology.net/propchemical/salinity
8ef6560e-c699-49b4-bcb3-6db68506ca22	snow cover	1.00	snow cover	http://sweetontology.net/phenhydro/snowcover
8ef6560e-c699-49b4-bcb3-6db68506ca22	snow cover	1.00	snow cover	http://sweetontology.net/propspacethickness/snowcover
a43850a1-7b00-4993-80ff-753c2b5c4015	palmer drought severity index	1.00	palmer drought severity index	http://sweetontology.net/propindex/palmerdroughtseverityindex
0365f0af-7843-4ba3-af8c-82d032c14f7e	palmer hydrological drought index	1.00	palmer hydrological drought index	http://sweetontology.net/propindex/palmerhydrologicaldroughtindex
b51f738c-7061-4ced-b216-53734ce4cb43	erosion	1.00	erosion	http://sweetontology.net/phensolid/erosion
7c1977bc-dfe7-4761-9b30-f42ec986d360	fire weather index	1.00	fire weather index	http://sweetontology.net/propindex/fireweatherindex
16329a9b-72ea-4b46-b507-2ce389c63f50	forest fire danger index	1.00	forest fire danger index	http://sweetontology.net/propindex/forestfiredangerindex
c7503ec5-4e63-446a-9390-72c8a638a0af	surface moisture index	1.00	surface moisture index	http://sweetontology.net/propindex/surfacemoistureindex
8d1157c4-d36b-40db-aa82-3603716f9988	vegetation cover	1.00	vegetation cover	http://sweetontology.net/matrplant/vegetationcover
625ac4b3-a126-4c98-a061-3a780b942280	biomarker	1.00	biomarker	http://sweetontology.net/staterolebiological/biomarker
cffe377f-d840-4bcf-9223-8379b72defe7	fauna	1.00	fauna	http://sweetontology.net/matranimal/fauna
fbd867cf-f7e8-4dbc-9fd2-2ccc0728350f	paleovegetation	1.00	paleovegetation	http://sweetontology.net/matrplant/paleovegetation
59719c53-a2b7-4200-9b3c-dfa5d39607f7	pollen	1.00	pollen	http://sweetontology.net/matraerosol/pollen
59719c53-a2b7-4200-9b3c-dfa5d39607f7	pollen	1.00	pollen	http://sweetontology.net/matrplant/pollen
b53939ae-1264-409d-8434-3bb3d22b2848	carbon dioxide	1.00	carbon dioxide	http://sweetontology.net/matrcompound/carbondioxide
0948a59e-cc72-4e5d-b97d-4ea0335b0906	methane	1.00	methane	http://sweetontology.net/matrorganiccompound/methane
bc90bc40-2a21-4a6f-9fb9-bf3ae5845157	nitrous oxide	1.00	nitrous oxide	http://sweetontology.net/matrcompound/nitrousoxide
3dfa8dcf-0df2-4654-ae3e-c97586265c3e	glaciation	1.00	glaciation	http://sweetontology.net/phencryo/glaciation
e0d88b2a-8563-443b-8756-73d744a41ee7	loess	1.00	loess	http://sweetontology.net/matrsediment/loess
8f4e90e0-aea0-40cd-b781-a6a69a6e6cb3	radiocarbon	1.00	radiocarbon	http://sweetontology.net/matrisotope/radiocarbon
d845886d-0c44-4505-b5b9-d3fcd819208e	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
fe06f678-7155-4f93-9e28-4c083d60cccc	pollen	1.00	pollen	http://sweetontology.net/matraerosol/pollen
fe06f678-7155-4f93-9e28-4c083d60cccc	pollen	1.00	pollen	http://sweetontology.net/matrplant/pollen
a389bcd6-929d-43ac-9af1-5a20a4ddcbe2	radiocarbon	1.00	radiocarbon	http://sweetontology.net/matrisotope/radiocarbon
417a6538-f89e-4f73-a89a-c2e5d2cd7667	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
250ce118-46e7-4dec-9e44-8054c9318cff	solar forcing	1.00	solar forcing	http://sweetontology.net/propenergyflux/solarforcing
6971fecc-af14-4c97-82db-2b01c98453b9	plate tectonics	1.00	plate tectonics	http://sweetontology.net/humanknowledgedomain/platetectonics
08bc1b7d-b27b-43e2-a728-4939efb88f08	volcanic activity	1.00	volcanic activity	http://sweetontology.net/phengeolvolcano/volcanicactivity
c4820c2b-37e0-491e-a268-e5b18e1a1062	mesoclimate	1.00	mesoclimate	http://sweetontology.net/phenplanetclimate/mesoclimate
78369c58-beaa-46f2-b286-dd2540634556	microclimate	1.00	microclimate	http://sweetontology.net/phenplanetclimate/microclimate
3b230650-68ff-4e7a-9273-6e0b1083bdfa	solar flux	1.00	solar flux	http://sweetontology.net/propenergyflux/solarflux
2e544263-d92f-46c2-9568-25e36d0b9825	active layer	1.00	active layer	http://sweetontology.net/realmsoil/activelayer
c82f3480-545f-4491-83f1-0477369ddcd8	permafrost	1.00	permafrost	http://sweetontology.net/realmsoil/permafrost
78e5e44c-7832-456d-a599-893ea87ae695	talik	1.00	talik	http://sweetontology.net/realmsoil/talik
376a1d5c-2496-4381-981f-bc047af92044	frozen ground	1.00	frozen ground	http://sweetontology.net/realmcryo/frozenground
6159b9d9-4aa5-4dec-8146-0e47751449ff	firn	1.00	firn	http://sweetontology.net/matrwater/firn
d8e2bcae-7781-41b6-8d2d-7c82ae61be47	glacier terminus	1.00	glacier terminus	http://sweetontology.net/realmcryo/glacierterminus
a4466cbe-b991-427b-97b8-fdc284b9ef21	freeboard	1.00	freeboard	http://sweetontology.net/propspaceheight/freeboard
5569b7a3-3a4b-4799-8c68-98126757074b	heat flux	1.00	heat flux	http://sweetontology.net/propenergyflux/heatflux
5d7ea074-225b-4221-b122-e6a085cdce24	pack ice	1.00	pack ice	http://sweetontology.net/realmcryo/packice
cece77b6-42bf-44f6-9193-050cbc5f4cf7	reflectance	1.00	reflectance	http://sweetontology.net/propfraction/reflectance
6bc39a6d-cc60-467a-9181-d8b4e02a1cb0	salinity	1.00	salinity	http://sweetontology.net/propchemical/salinity
860e2af9-ce29-4f3f-b027-ae3747eb3e01	sea ice	1.00	sea ice	http://sweetontology.net/realmcryo/seaice
41ebe049-230e-4ff7-acb1-43de68ace83e	albedo	1.00	albedo	http://sweetontology.net/propfraction/albedo
e1dbe955-7285-4df2-a854-07693fce44ec	avalanche	1.00	avalanche	http://sweetontology.net/phengeolgeomorphology/avalanche
c306d542-9be8-449d-ba33-28ad033c77aa	depth hoar	1.00	depth hoar	http://sweetontology.net/matrwater/depthhoar
ea936862-2c98-41e5-8514-6b7288a5f941	frost	1.00	frost	http://sweetontology.net/matrwater/frost
1f4cdbc4-0f65-4384-83c9-9422c280717d	permafrost	1.00	permafrost	http://sweetontology.net/realmsoil/permafrost
00a21e9c-0c1d-4931-b9fa-b0204625a98a	reflectance	1.00	reflectance	http://sweetontology.net/propfraction/reflectance
c8ff0035-4776-4eb9-8cc9-a63d380102c8	snow cover	1.00	snow cover	http://sweetontology.net/phenhydro/snowcover
c8ff0035-4776-4eb9-8cc9-a63d380102c8	snow cover	1.00	snow cover	http://sweetontology.net/propspacethickness/snowcover
99506fd1-5f84-485d-8e26-03e4f7b55136	snow facies	1.00	snow facies	http://sweetontology.net/matrwater/snowfacies
587e4d68-36f0-45b5-9978-4b3edd58a1c0	snow water equivalent	1.00	snow water equivalent	http://sweetontology.net/propspacethickness/snowwaterequivalent
067004b9-1628-4c00-8bfb-28f910b68d59	whiteout	1.00	whiteout	http://sweetontology.net/phenatmo/whiteout
067004b9-1628-4c00-8bfb-28f910b68d59	whiteout	1.00	whiteout	http://sweetontology.net/phenatmosky/whiteout
fa0a36c3-2503-4662-98cd-7f3e74ce9f80	cryosphere	1.00	cryosphere	http://sweetontology.net/realm/cryosphere
0e530a5f-1e75-4602-9659-98ff5c3d7076	carbon footprint	1.00	carbon footprint	http://sweetontology.net/propspacemultidimensional/carbonfootprint
0ceb5ef1-5a07-4f93-8e86-d3cc2baf5768	land tenure	1.00	land tenure	http://sweetontology.net/humanenvirconservation/landtenure
2be0af28-a6b8-4fce-82e4-1ad86788a4d5	land management	1.00	land management	http://sweetontology.net/humanenvirconservation/landmanagement
14555831-70ae-4650-8983-956d65595575	water management	1.00	water management	http://sweetontology.net/humanenvircontrol/watermanagement
de89c42c-206a-4573-a2af-edffe5ddd6bf	biochemical release	1.00	biochemical release	http://sweetontology.net/phenreaction/biochemicalrelease
09cf34f3-5e20-4dc1-9b76-97afd856ebe0	civil disturbance	1.00	civil disturbance	http://sweetontology.net/human/civildisturbance
40869a25-edea-4438-80f9-47c9e6910b9b	conservation	1.00	conservation	http://sweetontology.net/humanenvirconservation/conservation
edfbff1e-b24b-40b9-be54-e1823b4d7f49	fossil fuel burning	1.00	fossil fuel burning	http://sweetontology.net/humancommerce/fossilfuelburning
9a4715a7-1847-4fef-8116-494b36420fb7	deforestation	1.00	deforestation	http://sweetontology.net/phenenvirimpact/deforestation
dee57819-62c7-4f89-87e5-90a87a07820a	desertification	1.00	desertification	http://sweetontology.net/phenenvirimpact/desertification
32777aa3-a06a-4719-bbe5-7dcecb1a06f5	eutrophication	1.00	eutrophication	http://sweetontology.net/phenenvirimpact/eutrophication
59b3849e-6704-402f-9a3e-512db10c2f51	irrigation	1.00	irrigation	http://sweetontology.net/humanagriculture/irrigation
db692676-a2f6-4fd9-91b6-92ae4f9c04fd	communications	1.00	communications	http://sweetontology.net/matrequipment/communications
12433114-d15a-46cf-aba9-ce4b569119ce	electricity	1.00	electricity	http://sweetontology.net/phenenergy/electricity
37a6c8e2-f2ac-48a4-a4fa-d80f700f68db	transportation	1.00	transportation	http://sweetontology.net/humantransportation/transportation
d4313915-2d24-424c-a171-30ee9a6f4bb5	infrastructure	1.00	infrastructure	http://sweetontology.net/matrequipment/infrastructure
bb9c9be6-78c7-4fbd-9a35-a218276393ec	heat	1.00	heat	http://sweetontology.net/propenergy/heat
085edf65-1c8c-414a-b8e4-a1a08ff08f22	population	1.00	population	http://sweetontology.net/propcount/population
b8a877b7-d867-4305-9053-3777e5dd330a	epidemiology	1.00	epidemiology	http://sweetontology.net/humanknowledgedomain/epidemiology
aef9855c-70e1-4e22-aa25-8ccd23176d3b	conservation	1.00	conservation	http://sweetontology.net/humanenvirconservation/conservation
d11d5e6d-fafb-4012-818c-8bfb984128f1	consumer behavior	1.00	consumer behavior	http://sweetontology.net/humandecision/consumerbehavior
b2f12641-19c8-4b26-9496-e79da5efcb85	recycling	1.00	recycling	http://sweetontology.net/phensystem/recycling
c8317644-4cb2-4e37-b536-c762f7e670ab	social behavior	1.00	social behavior	http://sweetontology.net/human/socialbehavior
92d8968b-617e-433d-ab9b-e269497c3f43	industrialization	1.00	industrialization	http://sweetontology.net/humancommerce/industrialization
8d11c81c-ff5b-4cc0-9be2-8e73dddcb51b	sustainable development	1.00	sustainable development	http://sweetontology.net/humancommerce/sustainabledevelopment
03d38261-1c90-491b-bc4e-cc4e703e1dff	sustainability	1.00	sustainability	http://sweetontology.net/humanenvirconservation/sustainability
f6a5cc87-a333-4e99-88d4-bf7b5b1cf484	entrainment	1.00	entrainment	http://sweetontology.net/phenmixing/entrainment
1e2b1b67-a401-4fb6-9ee9-b022c1c023dc	erosion	1.00	erosion	http://sweetontology.net/phensolid/erosion
b41498cd-6b2b-47e3-afe7-0f05b4c0807d	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
42b5ae5b-90d5-44f0-b331-6c22cdd45c3f	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
b07017e8-d714-45a6-b1fe-8c00230ec209	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
10270ee0-8d85-4c75-9fa2-49e7a9755cb3	active layer	1.00	active layer	http://sweetontology.net/realmsoil/activelayer
b6723314-3db7-4bdd-85ee-0b8507e6ae1b	permafrost	1.00	permafrost	http://sweetontology.net/realmsoil/permafrost
c39710ae-423f-44c8-b969-9af8a1f912cf	talik	1.00	talik	http://sweetontology.net/realmsoil/talik
8073b62d-a2f3-4ad9-b619-de26f28877a7	frozen ground	1.00	frozen ground	http://sweetontology.net/realmcryo/frozenground
eb039da2-8af7-4d31-9ec9-0700251cfd5d	abrasion	1.00	abrasion	http://sweetontology.net/phengeolgeomorphology/abrasion
eb039da2-8af7-4d31-9ec9-0700251cfd5d	abrasion	1.00	abrasion	http://sweetontology.net/procphysical/abrasion
cfaf76ef-89e2-4dc8-a4eb-b3308ef8c52c	saltation	1.00	saltation	http://sweetontology.net/phengeolgeomorphology/saltation
5ce16b97-c91c-420c-9701-33d19d50b286	loess	1.00	loess	http://sweetontology.net/matrsediment/loess
a7b04d56-2a44-4a94-8d94-1911a7110f9d	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
5fff607c-5df4-4f06-a541-896f7cbc1e4c	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
82eac236-38ba-469d-837a-950ffa7e8316	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
e069e3fc-0c75-40ee-92d7-595991f8fdb4	isthmus	1.00	isthmus	http://sweetontology.net/realmlandcoastal/isthmus
9ca8db82-9230-42e0-ad91-9068bc144855	abrasion	1.00	abrasion	http://sweetontology.net/phengeolgeomorphology/abrasion
9ca8db82-9230-42e0-ad91-9068bc144855	abrasion	1.00	abrasion	http://sweetontology.net/procphysical/abrasion
ee016b0b-353b-4811-bfc2-5d32aed59f29	accretion	1.00	accretion	http://sweetontology.net/phensolid/accretion
8b99d6c3-1751-43e6-81d1-92a7618cadb3	deposition	1.00	deposition	http://sweetontology.net/phenfluidtransport/deposition
8b99d6c3-1751-43e6-81d1-92a7618cadb3	deposition	1.00	deposition	http://sweetontology.net/procstatechange/deposition
c344fddc-ffa8-4093-bcf5-bcfe7806c737	saltation	1.00	saltation	http://sweetontology.net/phengeolgeomorphology/saltation
870803f5-8bbc-4e39-8372-ce21b0decb75	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
866aa07b-132c-4b93-9ced-d74b56b3016f	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
af017320-085a-4e6c-81c2-38056cb55c7b	subsidence	1.00	subsidence	http://sweetontology.net/phengeolgeomorphology/subsidence
af017320-085a-4e6c-81c2-38056cb55c7b	subsidence	1.00	subsidence	http://sweetontology.net/phensolid/subsidence
ff850d62-675c-4386-a375-fe4af92ec3ff	bar	1.00	bar	http://sweetontology.net/realmlandcoastal/bar
a78c946a-9529-4643-b002-1aa2ac9cfed6	canyon	1.00	canyon	http://sweetontology.net/realmlandfluvial/canyon
e18c970a-d0c6-4430-b419-64cf718bc456	confluence	1.00	confluence	http://sweetontology.net/propdiffusivity/confluence
ba37314d-ec38-4e67-bf30-7e1fdc6bfbad	flood plain	1.00	flood plain	http://sweetontology.net/realmlandfluvial/floodplain
9d078d5c-62cb-46b5-a6f5-43678643a0ce	island	1.00	island	http://sweetontology.net/realmlandcoastal/island
8ca51b5e-0b7a-4b7a-b7e2-6e163e195e26	lacustrine plain	1.00	lacustrine plain	http://sweetontology.net/realmlandfluvial/lacustrineplain
4c09d43f-68d5-469d-aaed-f9ef8968ef2e	marsh	1.00	marsh	http://sweetontology.net/realmhydrobody/marsh
89228e69-5a64-4662-839f-cb3d2209fa41	pond	1.00	pond	http://sweetontology.net/realmhydrobody/pond
87624706-e11f-4043-ac54-479ed94b8dac	river	1.00	river	http://sweetontology.net/realmhydrobody/river
620a9e6c-5851-48b7-93c5-a1706546f5d1	spring	1.00	spring	http://sweetontology.net/realmhydrobody/spring
620a9e6c-5851-48b7-93c5-a1706546f5d1	spring	1.00	spring	http://sweetontology.net/reprtimeseason/spring
01a84bc1-a571-4d23-b57f-1b04fd9542a6	stream	1.00	stream	http://sweetontology.net/realmhydrobody/stream
8f6adff6-672d-4066-8c85-25418a7d0e00	swamp	1.00	swamp	http://sweetontology.net/realmhydrobody/swamp
f4f9c238-2d7e-4529-944b-52389c13932c	valley	1.00	valley	http://sweetontology.net/realmlandfluvial/valley
6ae0d1f7-cc99-4da7-8446-e2dca16f546b	abrasion	1.00	abrasion	http://sweetontology.net/phengeolgeomorphology/abrasion
6ae0d1f7-cc99-4da7-8446-e2dca16f546b	abrasion	1.00	abrasion	http://sweetontology.net/procphysical/abrasion
b655ca30-361c-4434-a784-68b8ab99668d	attrition	1.00	attrition	http://sweetontology.net/phenoceancoastal/attrition
3288c7e0-20fa-4e05-80fa-cdb14c436c7e	entrainment	1.00	entrainment	http://sweetontology.net/phenmixing/entrainment
e8ba38ce-fc48-44b7-8b78-03b69e068d46	saltation	1.00	saltation	http://sweetontology.net/phengeolgeomorphology/saltation
e9c6d45a-787e-4099-bbf9-03d377cdb8d5	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
b1de8d2f-cfe6-4358-a4cd-5b7e19d0e585	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
5d05853c-b709-484f-a406-03f64e643ea4	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
ad793d5e-b75d-4d3e-a542-ad4b4075b141	ablation	1.00	ablation	http://sweetontology.net/phensolid/ablation
c4c96fc4-c75b-4e98-852d-b28fdf6b77a4	abrasion	1.00	abrasion	http://sweetontology.net/phengeolgeomorphology/abrasion
c4c96fc4-c75b-4e98-852d-b28fdf6b77a4	abrasion	1.00	abrasion	http://sweetontology.net/procphysical/abrasion
10ec2826-c4ac-4373-ad05-9bb4eb35b360	entrainment	1.00	entrainment	http://sweetontology.net/phenmixing/entrainment
7fa9d5ef-690e-4daf-8503-363b6b1cb6e4	stratigraphic sequence	1.00	stratigraphic sequence	http://sweetontology.net/phengeol/stratigraphicsequence
b609e525-db71-4634-b569-f8aab5ad544e	sedimentation	1.00	sedimentation	http://sweetontology.net/phengeolgeomorphology/sedimentation
07825acf-619a-4689-b1ed-09c15166624c	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
0317caf8-af0a-4abe-89fb-fd1d9c33b9e7	porosity	1.00	porosity	http://sweetontology.net/propfraction/porosity
d727d3c7-3a02-48c6-ab63-a4b3d3364783	weathering	1.00	weathering	http://sweetontology.net/phengeolgeomorphology/weathering
a9f7bee8-fb32-40b1-9936-ecf6f6597b6b	cinder cone	1.00	cinder cone	http://sweetontology.net/matrrockigneous/cindercone
1a888a27-8715-46c8-9e11-a6bffba00078	geyser	1.00	geyser	http://sweetontology.net/realmlandvolcanic/geyser
edb9d13d-27a1-4e9a-a32e-4e49b5e76836	lava plain	1.00	lava plain	http://sweetontology.net/realmlandvolcanic/lavaplain
694e18ec-ceaf-4070-9763-f3ee6dbd6b5b	plateau	1.00	plateau	http://sweetontology.net/realmlandorographic/plateau
97298feb-6991-4d68-8337-177460e436ad	ridge	1.00	ridge	http://sweetontology.net/phenfluiddynamics/ridge
97298feb-6991-4d68-8337-177460e436ad	ridge	1.00	ridge	http://sweetontology.net/realmlandorographic/ridge
97298feb-6991-4d68-8337-177460e436ad	ridge	1.00	ridge	http://sweetontology.net/reprspacegeometry/ridge
ca874a66-f3a8-4099-978c-4684944dc348	rift valley	1.00	rift valley	http://sweetontology.net/realmlandtectonic/riftvalley
7c2e1960-ae20-46a9-acf1-a3e71542fbb4	volcano	1.00	volcano	http://sweetontology.net/realmlandvolcanic/volcano
0d43cb88-dd6d-40ac-b241-b628a39ed2af	subduction	1.00	subduction	http://sweetontology.net/phengeoltectonic/subduction
7d5472ba-ae65-45df-a19a-c762055eaead	tectonic uplift	1.00	tectonic uplift	http://sweetontology.net/phengeoltectonic/tectonicuplift
e77c0096-05a7-47ff-8629-55d12c46bb6b	landscape ecology	1.00	landscape ecology	http://sweetontology.net/humanknowledgedomain/landscapeecology
dcb100c9-5b43-422a-a429-25cae9dbb170	reforestation	1.00	reforestation	http://sweetontology.net/humanenvircontrol/reforestation
f36d71c6-f2ad-49c4-809f-09b4f0688412	landscape	1.00	landscape	http://sweetontology.net/realmlandform/landscape
9409ee0f-2b72-4472-9d61-f8072981a6cb	calcium	1.00	calcium	http://sweetontology.net/matrelement/calcium
a7ae5843-479c-4055-b8fc-ba651e485750	carbon	1.00	carbon	http://sweetontology.net/matrelement/carbon
9bad3c7b-daf6-428a-89bd-ce62b074dfcf	cation exchange capacity	1.00	cation exchange capacity	http://sweetontology.net/propcharge/cationexchangecapacity
781bf38b-2797-4415-8d5a-67e9f3a2f5fe	electrical conductivity	1.00	electrical conductivity	http://sweetontology.net/propconductivity/electricalconductivity
e2a88ac8-7bf3-408c-b2b4-b3217f9e4917	hydraulic conductivity	1.00	hydraulic conductivity	http://sweetontology.net/propconductivity/hydraulicconductivity
ae575305-340d-474b-99a7-22b537f10ec8	iron	1.00	iron	http://sweetontology.net/matrelement/iron
